Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1kGO54rUtSq3FQ74u5BGvm,15bf2a4d72b347cebc478fb102de1c25,2024-10-25T13:46:09Z,1,I feel Irish ,64583d698d4840269d742a920e10e616
spotify:track:7bxrNIfX0TYBsAXDiEfEao,15bf2a4d72b347cebc478fb102de1c25,2024-10-25T13:46:09Z,2,,64583d698d4840269d742a920e10e616
spotify:track:6pmuu4qSz2WrtGkBjUfyuz,15bf2a4d72b347cebc478fb102de1c25,2024-10-25T13:46:09Z,3,+1 simply for that comment,64583d698d4840269d742a920e10e616
spotify:track:6KCjY5kHvgWaWcAV6BBzxO,15bf2a4d72b347cebc478fb102de1c25,2024-10-25T13:46:09Z,1,Yeah,64583d698d4840269d742a920e10e616
spotify:track:5aBXBxjAl8mFI0EAPjUJdX,15bf2a4d72b347cebc478fb102de1c25,2024-10-25T13:46:09Z,3,This one forced me to think beyond my preconceived notions of questing music and I am greatful ,64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,15bf2a4d72b347cebc478fb102de1c25,2024-10-25T13:46:09Z,2,yeah,64583d698d4840269d742a920e10e616
spotify:track:3dPQuX8Gs42Y7b454ybpMR,65aa52ac1d42438fb744b5655da98f64,2024-10-26T15:42:26Z,1,,64583d698d4840269d742a920e10e616
spotify:track:7bxrNIfX0TYBsAXDiEfEao,65aa52ac1d42438fb744b5655da98f64,2024-10-26T15:42:26Z,2,,64583d698d4840269d742a920e10e616
spotify:track:6KCjY5kHvgWaWcAV6BBzxO,65aa52ac1d42438fb744b5655da98f64,2024-10-26T15:42:26Z,2,,64583d698d4840269d742a920e10e616
spotify:track:5JXtkWtuqS8Dm8sKbtPGWa,65aa52ac1d42438fb744b5655da98f64,2024-10-26T15:42:26Z,3,,64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,65aa52ac1d42438fb744b5655da98f64,2024-10-26T15:42:26Z,2,,64583d698d4840269d742a920e10e616
spotify:track:1kGO54rUtSq3FQ74u5BGvm,65aa52ac1d42438fb744b5655da98f64,2024-10-26T15:42:26Z,2,,64583d698d4840269d742a920e10e616
spotify:track:1kGO54rUtSq3FQ74u5BGvm,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,2,,64583d698d4840269d742a920e10e616
spotify:track:3dPQuX8Gs42Y7b454ybpMR,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,1,,64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,2,,64583d698d4840269d742a920e10e616
spotify:track:5aBXBxjAl8mFI0EAPjUJdX,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,1,,64583d698d4840269d742a920e10e616
spotify:track:5cuYAzN27HxE18yw1EyIrH,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,2,,64583d698d4840269d742a920e10e616
spotify:track:6KCjY5kHvgWaWcAV6BBzxO,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,1,,64583d698d4840269d742a920e10e616
spotify:track:6pmuu4qSz2WrtGkBjUfyuz,e580b923dc8f44e78cf35113291d52d5,2024-10-28T04:15:32Z,3,,64583d698d4840269d742a920e10e616
spotify:track:7bxrNIfX0TYBsAXDiEfEao,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,1,,64583d698d4840269d742a920e10e616
spotify:track:3dPQuX8Gs42Y7b454ybpMR,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,1,,64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,2,,64583d698d4840269d742a920e10e616
spotify:track:5aBXBxjAl8mFI0EAPjUJdX,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,2,,64583d698d4840269d742a920e10e616
spotify:track:5cuYAzN27HxE18yw1EyIrH,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,2,,64583d698d4840269d742a920e10e616
spotify:track:5JXtkWtuqS8Dm8sKbtPGWa,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,1,,64583d698d4840269d742a920e10e616
spotify:track:6KCjY5kHvgWaWcAV6BBzxO,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,2,,64583d698d4840269d742a920e10e616
spotify:track:6pmuu4qSz2WrtGkBjUfyuz,c9be872fd5074ab1b5783d466d3c8dc1,2024-10-28T21:25:11Z,1,,64583d698d4840269d742a920e10e616
spotify:track:6pmuu4qSz2WrtGkBjUfyuz,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-10-28T21:50:36Z,3,,64583d698d4840269d742a920e10e616
spotify:track:5aBXBxjAl8mFI0EAPjUJdX,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-10-28T21:50:36Z,3,,64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-10-28T21:50:36Z,2,,64583d698d4840269d742a920e10e616
spotify:track:3dPQuX8Gs42Y7b454ybpMR,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-10-28T21:50:36Z,1,,64583d698d4840269d742a920e10e616
spotify:track:1kGO54rUtSq3FQ74u5BGvm,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-10-28T21:50:36Z,3,,64583d698d4840269d742a920e10e616
spotify:track:7bxrNIfX0TYBsAXDiEfEao,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,2,chill af,64583d698d4840269d742a920e10e616
spotify:track:6pmuu4qSz2WrtGkBjUfyuz,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,0,"I made ChatGPT write that cringe ass paragraph

I only submitted this because of yugioh abridged
https://www.youtube.com/watch?v=oqlmpSTh3sY
",64583d698d4840269d742a920e10e616
spotify:track:6KCjY5kHvgWaWcAV6BBzxO,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,2,,64583d698d4840269d742a920e10e616
spotify:track:5JXtkWtuqS8Dm8sKbtPGWa,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,1,,64583d698d4840269d742a920e10e616
spotify:track:5cuYAzN27HxE18yw1EyIrH,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,2,find an ant,64583d698d4840269d742a920e10e616
spotify:track:5aBXBxjAl8mFI0EAPjUJdX,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,2,"bro found the cheat code
",64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,2,,64583d698d4840269d742a920e10e616
spotify:track:1kGO54rUtSq3FQ74u5BGvm,362908667d1d4abbb9ad1aef12ef16cf,2024-10-29T21:07:11Z,1,fun,64583d698d4840269d742a920e10e616
spotify:track:5cuYAzN27HxE18yw1EyIrH,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,2,I can see this being in the background of an animated movie that gives Brother Bear vibes,64583d698d4840269d742a920e10e616
spotify:track:6KCjY5kHvgWaWcAV6BBzxO,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,1,This is another where like I get it but it's not resonating with me,64583d698d4840269d742a920e10e616
spotify:track:6pmuu4qSz2WrtGkBjUfyuz,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,2,That description literally sold me jfc yeah you're absolutely right,64583d698d4840269d742a920e10e616
spotify:track:7bxrNIfX0TYBsAXDiEfEao,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,1,This feels like very beginning of a young child's journey into a very gentle unknown. Like this is the beginning of a disney movie as we watch a kid grow up,64583d698d4840269d742a920e10e616
spotify:track:1kGO54rUtSq3FQ74u5BGvm,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,3,Wait no this actually whips I love this. Again telling myself I need to listen to Kate Bush for the third time,64583d698d4840269d742a920e10e616
spotify:track:3xtiXNDbSKxy20I7D6vFUg,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,2,Fuckin yeah man this whips,64583d698d4840269d742a920e10e616
spotify:track:5aBXBxjAl8mFI0EAPjUJdX,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,1,The lyrics hit but the sound of the song doesn't do it for me personally. I need something more driving,64583d698d4840269d742a920e10e616
spotify:track:5JXtkWtuqS8Dm8sKbtPGWa,ee98d9f243e9431aaa1119050ee7cb87,2024-10-29T23:56:30Z,0,This was again a little chill for me,64583d698d4840269d742a920e10e616
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,2,Jim Review: i dunno about on loop but this is a great one and points for the gym pun,fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,2,"Jim Review: Legendary sounds coming from this lad. This is the only song that was sent to me for approval, points for following directions",fe6698aef1f34e929722483bd51eb301
spotify:track:49EXOlUTFBGdI098L6SXDh,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,0,Jim Review: are you hitting on me or stalking me? kinda hot....,fe6698aef1f34e929722483bd51eb301
spotify:track:51Grh1RyUDcMBbpuyUIUHI,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,2,Jim Review: I swear I've heard this one before. very nice song :-) Unfortunately with this featuring not electronic beats or sped up clarinets i have to take off points.,fe6698aef1f34e929722483bd51eb301
spotify:track:57gzVdCA75olmjHXISIs1B,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,3,Jim Review: Jim Song,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,0,"Jim Review: Whoever submitted this has a huge brain. and an almost rakish air, as if they'd steal your heart before you know it...",fe6698aef1f34e929722483bd51eb301
spotify:track:6OmApaLQPqHZL3iI78FOUR,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,1,Jim Review: you're right. i support doctor worm and his quest,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,0,Jim Review: no you can mess with me its fine,fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,e580b923dc8f44e78cf35113291d52d5,2024-11-01T16:36:55Z,2,Jim Review: Yeah scylla went hard with this one. this is a great fight too. Points for the Korbinator,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,b83d73a9109442c2ac4623235fe4a53a,2024-11-03T16:21:43Z,3,,fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,b83d73a9109442c2ac4623235fe4a53a,2024-11-03T16:21:43Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:51Grh1RyUDcMBbpuyUIUHI,b83d73a9109442c2ac4623235fe4a53a,2024-11-03T16:21:43Z,2,Interesting Jim take!,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,b83d73a9109442c2ac4623235fe4a53a,2024-11-03T16:21:43Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:6OmApaLQPqHZL3iI78FOUR,b83d73a9109442c2ac4623235fe4a53a,2024-11-03T16:21:43Z,4,Also how I imagine my friend jim,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,0,"Yeah no idk, if i get 0 votes i will sob myself to sleep",fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,3,vulf rips,fe6698aef1f34e929722483bd51eb301
spotify:track:51Grh1RyUDcMBbpuyUIUHI,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:57gzVdCA75olmjHXISIs1B,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,3,risk of rain mentioned ,fe6698aef1f34e929722483bd51eb301
spotify:track:6OmApaLQPqHZL3iI78FOUR,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,2,this rips,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,15bf2a4d72b347cebc478fb102de1c25,2024-11-04T01:34:22Z,0,hadeez nuts,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,1,I think my friend Jim would like this song,fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,1,I think my friend Jim would like this song,fe6698aef1f34e929722483bd51eb301
spotify:track:49EXOlUTFBGdI098L6SXDh,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,1,I think my friend Jim would like this song,fe6698aef1f34e929722483bd51eb301
spotify:track:51Grh1RyUDcMBbpuyUIUHI,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,1,I think my friend Jim would like this song,fe6698aef1f34e929722483bd51eb301
spotify:track:57gzVdCA75olmjHXISIs1B,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,1,I think my friend Jim would like this song,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,1,I think my friend Jim would like this song,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,3,"I think my friend Jim would like this song, but he may take the wrong message from it",fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-04T16:05:55Z,3,habes2,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,65aa52ac1d42438fb744b5655da98f64,2024-11-04T18:05:38Z,3,,fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,65aa52ac1d42438fb744b5655da98f64,2024-11-04T18:05:38Z,3,,fe6698aef1f34e929722483bd51eb301
spotify:track:49EXOlUTFBGdI098L6SXDh,65aa52ac1d42438fb744b5655da98f64,2024-11-04T18:05:38Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,65aa52ac1d42438fb744b5655da98f64,2024-11-04T18:05:38Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,65aa52ac1d42438fb744b5655da98f64,2024-11-04T18:05:38Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,65aa52ac1d42438fb744b5655da98f64,2024-11-04T18:05:38Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-04T23:02:18Z,3,"I mean, where’s the lie?",fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-04T23:02:18Z,0,Does Jim play RoR?,fe6698aef1f34e929722483bd51eb301
spotify:track:6OmApaLQPqHZL3iI78FOUR,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-04T23:02:18Z,3,Banger track — idk why this is Jim but I feel it,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-04T23:02:18Z,4,I don’t mess around with Jim,fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-04T23:02:18Z,2,Topical — hades nuts,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,2,"Holy shit, Jim(gym) is a macho man ",fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:49EXOlUTFBGdI098L6SXDh,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,2,It is ,fe6698aef1f34e929722483bd51eb301
spotify:track:51Grh1RyUDcMBbpuyUIUHI,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:57gzVdCA75olmjHXISIs1B,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,2,Risk of rain goes hard. Is this Cam's intro? ,fe6698aef1f34e929722483bd51eb301
spotify:track:6OmApaLQPqHZL3iI78FOUR,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,362908667d1d4abbb9ad1aef12ef16cf,2024-11-05T00:43:29Z,0,See Transistor for some better Ashley Barrett representation ,fe6698aef1f34e929722483bd51eb301
spotify:track:0xRDqhYsCW6F9LM4s7gY5z,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:1oOD1pV43cV9sHg97aBdLs,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:49EXOlUTFBGdI098L6SXDh,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:51Grh1RyUDcMBbpuyUIUHI,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:6a00sB0Lhxq6Yk8RjyG894,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:6OmApaLQPqHZL3iI78FOUR,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:6ZBeRXjadHvBk9VYSnoO0R,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,1,,fe6698aef1f34e929722483bd51eb301
spotify:track:7Cn3qVIokJ9ljscjexzAWr,ee98d9f243e9431aaa1119050ee7cb87,2024-11-05T00:48:24Z,2,,fe6698aef1f34e929722483bd51eb301
spotify:track:2YQtAJisZ4oXd3qVK6CyEA,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-11-09T12:26:20Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:46aV6JBEtUDotRqma8QHGP,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-11-09T12:26:20Z,2,,66de78b0c7e340ffa511280457e803e6
spotify:track:5ehkfTYvoY3c6tQiTsnOWz,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-11-09T12:26:20Z,3,,66de78b0c7e340ffa511280457e803e6
spotify:track:7B6ZD4YdBrxdMsgCKBtTHa,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-11-09T12:26:20Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:0bHA0XhRYk80y4vyB3K0qV,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-11-09T12:26:20Z,4,,66de78b0c7e340ffa511280457e803e6
spotify:track:1g3Bc80hioYOSitxntNQYi,1b0c80b1a93d4a32b374c2e8e2216fc0,2024-11-09T12:26:20Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:1g3Bc80hioYOSitxntNQYi,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-09T22:03:53Z,2,Reminds me of universal parks,66de78b0c7e340ffa511280457e803e6
spotify:track:5ehkfTYvoY3c6tQiTsnOWz,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-09T22:03:53Z,4,Mathrockmathrock,66de78b0c7e340ffa511280457e803e6
spotify:track:75QdM3nsnAluOD19G1J4il,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-09T22:03:53Z,3,,66de78b0c7e340ffa511280457e803e6
spotify:track:7B6ZD4YdBrxdMsgCKBtTHa,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-09T22:03:53Z,2,,66de78b0c7e340ffa511280457e803e6
spotify:track:46aV6JBEtUDotRqma8QHGP,c9be872fd5074ab1b5783d466d3c8dc1,2024-11-09T22:03:53Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:7B6ZD4YdBrxdMsgCKBtTHa,e580b923dc8f44e78cf35113291d52d5,2024-11-10T16:23:34Z,4,This is going on my night drive playlist,66de78b0c7e340ffa511280457e803e6
spotify:track:1g3Bc80hioYOSitxntNQYi,e580b923dc8f44e78cf35113291d52d5,2024-11-10T16:23:34Z,2,i recall this being submitted last instrumental round and yeah it goes,66de78b0c7e340ffa511280457e803e6
spotify:track:5ZSAdkQb23NPIcUGt6exdm,e580b923dc8f44e78cf35113291d52d5,2024-11-10T16:23:34Z,0,true jizz enjoyers will know why spotify shows the progress bar for the song as a lightsaber. but im not a jizz enjoyer so someone tell me,66de78b0c7e340ffa511280457e803e6
spotify:track:75QdM3nsnAluOD19G1J4il,e580b923dc8f44e78cf35113291d52d5,2024-11-10T16:23:34Z,3,this is the theme of a mushroom that drives fast and lives like on the edge,66de78b0c7e340ffa511280457e803e6
spotify:track:0bHA0XhRYk80y4vyB3K0qV,e580b923dc8f44e78cf35113291d52d5,2024-11-10T16:23:34Z,3,finally some claremont grooving,66de78b0c7e340ffa511280457e803e6
spotify:track:0bHA0XhRYk80y4vyB3K0qV,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,2,Your coworkers son can get it — song has so much groove I had to run it back.  +2 for raw groove.,66de78b0c7e340ffa511280457e803e6
spotify:track:1g3Bc80hioYOSitxntNQYi,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,1,Never was into HTTYD as a kid because it wasn’t vegetables telling bible stories but this song makes me want to watch.  +1 for media exposure good work champ.,66de78b0c7e340ffa511280457e803e6
spotify:track:2YQtAJisZ4oXd3qVK6CyEA,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,3,"This song has video game music energy (positive connotation).  +1 for riffs, +1 for sexy sexy sax solo, and another +1 for deranged album art.",66de78b0c7e340ffa511280457e803e6
spotify:track:46aV6JBEtUDotRqma8QHGP,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,1,I didn’t like this song originally then I spaced out on an edible and a zyn (staggered dose so they hit me at the same time) and I got it.  +1 for delay pedal shenanigans.,66de78b0c7e340ffa511280457e803e6
spotify:track:5ehkfTYvoY3c6tQiTsnOWz,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,2,Oh you like math rock?  +x where 24 = 6*(x^2).  Fuck you (good song).,66de78b0c7e340ffa511280457e803e6
spotify:track:75QdM3nsnAluOD19G1J4il,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,2,"For the first 2 minutes I literally thought we were scaring the hoes.  +1 for terrified hoes, +1 for that nice turnaround at 2:00 that shit went nuts.",66de78b0c7e340ffa511280457e803e6
spotify:track:7B6ZD4YdBrxdMsgCKBtTHa,ba1d339eaec34d5aa4f6b541547a9ce4,2024-11-10T16:37:20Z,1,You are right I could easily vibe to this track.  +1 for the good vibes.,66de78b0c7e340ffa511280457e803e6
spotify:track:0bHA0XhRYk80y4vyB3K0qV,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,0,"Fun fact, the leslie speaker got stuck on during recording",66de78b0c7e340ffa511280457e803e6
spotify:track:1g3Bc80hioYOSitxntNQYi,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,2,Excellent trilogy tbh,66de78b0c7e340ffa511280457e803e6
spotify:track:2YQtAJisZ4oXd3qVK6CyEA,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,4,You had me at ghost and then the sax came in,66de78b0c7e340ffa511280457e803e6
spotify:track:46aV6JBEtUDotRqma8QHGP,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:5ehkfTYvoY3c6tQiTsnOWz,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,2,Reminds me of chon a little,66de78b0c7e340ffa511280457e803e6
spotify:track:75QdM3nsnAluOD19G1J4il,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,1,this was a bop ,66de78b0c7e340ffa511280457e803e6
spotify:track:7B6ZD4YdBrxdMsgCKBtTHa,15bf2a4d72b347cebc478fb102de1c25,2024-11-11T03:58:52Z,2,,66de78b0c7e340ffa511280457e803e6
spotify:track:0bHA0XhRYk80y4vyB3K0qV,362908667d1d4abbb9ad1aef12ef16cf,2024-11-11T21:39:22Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:1g3Bc80hioYOSitxntNQYi,362908667d1d4abbb9ad1aef12ef16cf,2024-11-11T21:39:22Z,1,,66de78b0c7e340ffa511280457e803e6
spotify:track:2YQtAJisZ4oXd3qVK6CyEA,362908667d1d4abbb9ad1aef12ef16cf,2024-11-11T21:39:22Z,3,,66de78b0c7e340ffa511280457e803e6
spotify:track:46aV6JBEtUDotRqma8QHGP,362908667d1d4abbb9ad1aef12ef16cf,2024-11-11T21:39:22Z,2,,66de78b0c7e340ffa511280457e803e6
spotify:track:5ehkfTYvoY3c6tQiTsnOWz,362908667d1d4abbb9ad1aef12ef16cf,2024-11-11T21:39:22Z,3,,66de78b0c7e340ffa511280457e803e6
spotify:track:75QdM3nsnAluOD19G1J4il,362908667d1d4abbb9ad1aef12ef16cf,2024-11-11T21:39:22Z,2,,66de78b0c7e340ffa511280457e803e6
